Vintage,Winery,Label,Variety,Region,Country,Wine Type,Merit,Value,Best,%Alcohol,Qty,Qty/Case,Bottle Size,Price,User Notes 1,User Notes 2,Location,UserField3
2016,Robert Storey Cellars,Cole Ranch Cabernet Sauvignon,Cabernet Sauvignon,Sonoma Valley,United States,R,,,2028,,4,,750 mL,$54.99,Dark fruits overwhelm the nose showing blackberry  ripe black cherry  and cassis. The palate presents depth and concentration with hints of toasted vanilla and cedar  mingling with a smooth dusty tannin. The supple finish is long and lingering  with layers of black plum and baking spices. , ,Wine rack 4,Row 1/bin 2
2016,Cellier des Chartreux,Chevalier d'Anthelme Cotes du Rhone,GSC 60-30-10,Southern Rhone Valley,France,R,,,2022,,6,,750 mL,$30.00,Decanter:  Concentrated blue and black fruit  with spicy undertones  the palate is fruit forward with fresh black berries  chewy tannin and hints of pepper. Smooth tannins., ,French rack,Row 3/bin 2
2015,Chateau Fargueirol,Chateauneuf-du-Pape,GSMC 70-20-5-5,Southern Rhone Valley,France,R,,,2025,,3,,750 mL,$80.00,WA: A portrait in extreme ripeness  Fargueirol's 2015 Chateauneuf du Pape features black cherries  dark-skinned plums and spice  veering gently into the baked  chocolaty spectrum. It's like that hypothetical fruitcake you actually want to eat  not just re-gift  complete with a slightly warm  brandied finish.,   Jeb Dunnuck: The 2015 Châteauneuf-du-Pape is solid  with a layered  rustic style. It offers lots of black cherries  black raspberry  spice and garrigue aromas and flavors. Possessing medium to full-bodied richness  plenty of mid-palate depth and ripe  tannin  drink it through 2025+. ,Rhone rack,Row 3/bin 2
2015,Domaine du Grand Montmirail,Le Coteaux de mon Reve Gigondas,GSM 75-20-5,Gigondas,France,R,,,2026,,4,,750 mL,$65.00,IWR: The 2015 'Le Coteau de Mon Reve' Gigondas is a beautiful showing composed of 75% Grenache  20% Syrah  and 5% Mourvedre made by winemakers Yves and Denis Cheron. Aromas of fresh raspberries and cherries come together with spices  graphite  iron  wet stones  and violet nuances. This medium-full red is beautifully structured with a lovely round  velvety texture. It demonstrates excellent balance and focus  delivering layers of red and black fruits which are joined by notes of violets and chocolate flavors leading up to the long  spicy finish. Overall  this is an excellent wine  which is already outstanding  yet shows promise for a lovely future ahead. (Best 2018-2028) ,Serge Dore-Concentrated  balanced and refined: “Le Coteau de Mon Reve” offers a rich bouquet with fine  spicy aromas  and a sun-drenched ruby color. The nose unveils a bouquet of red fruits (cherries  crushed strawberries) and ripe black fruits (blackberry  blackcurrant  and blueberry). It develops wild notes that evoke woodland and truffles. In the mouth  Domaine du Grand Montmirail “Le Coteau de Mon Reve” is medium-bodied with a fruity attack. Its terroir is so complex that it produces aromas from prunes and figs  to white pepper  scrub  thyme  and liquorice. It ages well and becomes more refined over time. ,French rack,Row 3/bin 1
2013,Barba I Visari,Old Vines Montepulciano d'Abruzzo,,Abruzzi,Italy,R,,,2022,,9,,750 mL,$20.00,Vinous: Purple-ruby. Aromas of plums  black cherry and graphite. Rich  dense  tarry black cherry and botanical herb flavors are complicated by hints of coffee. Finishes long  smooth and ripe  with a peppery twist.", ,Wine Rack 2,Row 2/bin 1
2015,Reserve des Oliviers (Chante Cigale 2nd label),Chateauneuf-du-Pape,GS 60-40,Chateauneuf-du-Pape,France,R,,,2030,,1,,750 mL,$35.00,,From LCR on Father's Day 2018. This is Alex's second label for export at Chante Cigale. ,Rhone Rack,Row 1/bin 1
2015,Chateau Fargueirol,Chateauneuf-du-Pape Cuvee Antonin,!00% Grenache,Chateauneuf-du-Pape,France,R,,,2030,,2,,750 mL,$85.00,,Château Fargueirol stands at altitude in the north of the appellation  giving it views of Mont Ventoux  the Rhône River and the Châteauneuf castle. Of its total 40 hectares of vines  13 hectares produce their red wines. "Antonin" is their majestic top Châteauneuf cuvée  crafted from 100% Grenache vines planted on the Plateau de Fargueirol (indeed  this cuvée comes completely from the original Fargueirol lieu-dit).  This is the heartland of Grenache itself  where this grape varietal reaches its full potential to express the deepest intricacies of the terroir. It brings smoothness and class to the wine  and a richness and opulence both in structure and in aromatic range. The galets roulés stones that define this terroir give us a wine of power and richness  with an intensity in the fruit and a roundness and complexity enveloping the silky tannins and spices. JD: Much more finesse-driven  the 100% Grenache 2015 Châteauneuf-du-Pape Cuvée Antonin offers fabulous notes of black raspberries  kirsch liqueur  incense and dried flowers. Ripe  seamless and sexy  it's no doubt a big  ripe wine  yet it stays polished  pretty and pure  and is the finest wine I've tasted from this estate (although I suspect the 2016 will be even better).,Rhone Rack,Row 1/bin 3
2016,Mt. Luxx Vineyard,Lodi Zinfandel,Zinfandel,Lodi,United States,R,,,2020,,4,,750 mL,$40.00,,Winemaker’s Notes: This Mt. Luxxe is a classically structured Lodi Zinfandel that shows an elegant structure and finesse  along with a bright garnet color. Notes of red raspberry  bing cherry  and black pepper flavors are complemented with cedar accents. Medium weight  along with integrated tannins and crisp acidity keep the bright fruit lifted and focused. ,Wine Rack 3,Row 5/bin 4
2014,Herdade do Peso,Colheita Tinto,45-35-10 Syr-Gren.-Touriga Nac.,Alentejo,Portugal,R,,,2028,,6,,750 mL,$20.00,,  This wine is a blend of 45% Syrah  35% Alicante Bouschet  and 20% Touriga Nacional. Each variety takes on a different role in the wine. The Syrah brings structure  earth  and spice; the Alicante Bouschet adds a dimension of juicy dark fruit; and the Touriga Nacional pulls everything together with a floral lift. The wine reminds me of a cross between a Cote Rotie and a Chateauneuf du Pape - but at a fraction of the price.,,
2015,Tenshen Wines,Red Blend,GSM Petite Syrah Merlot,Santa Barbara County,United States,R,,,2025,,3,,750 mL,$19.00,, ,Wine Rack 3,Row 2/bin 4
2014,Kauzo Estates,1853 Old Vine Malbec,Malbec 100%,Mendoza,Argentina,R,,,2025,,1,,750 mL,$48.00,Precise and bright aromas of dark fruit  fresh mushrooms and hints of walnut shell. JS: Full body  super fine tannins and a gorgeous fruit finish. Very long and focused. Drink in 2020  but already exciting to taste.,   1853 was the year Malbec was introduced to Argentina from France. Its vines were planted in 1914; this is why the wine is labeled "Old Vine Estate.",Wine Rack 3,Row 3/bin 2
2015,La Castellina,Squarcialupi Chianti Classico,95-5 Sangiovese Colorino,Chianti,Italy,R,,,2019,,5,,750 mL,$22.00,WE: Ripe black-skinned berry  dark culinary spice and purple flower aromas come to the forefront on this straightforward red. The round  savory palate offers juicy Maresca cherry  crushed raspberry and a hint of star anise alongside supple tannins. Drink through 2019., ,,
2016,Dom. Tour Saint-Michel,Chateauneuf-du-Pape Feminessance,GS 50-50,Chateauneuf-du-Pape,France,R,,,2038,,4,,750 mL,$90.00,Jeb Dunnuck: the 2016 Châteauneuf-du-Pape Feminessance has terrific richness and depth  as well as purity of fruit  to go with notes of crème de cassis  toasty oak  vanilla  and sandalwood. Despite the modern slant  it has terrific purity and depth of fruit  a solid mid-palate  and a great finish. ,History Domaine Tour Saint Michel was first established in 1930 by Michel Fabre. The estate takes its name from the tower on the property which you see as you enter the estate and of course  on the logo which appears on the bottles. The Southern Rhone Valley property has remained in the hands of the same family after having been passed down through three generations of the Fabre family.   Since 2002  Mireille has been in charge of managing Domaine Tour Saint Michel. Domaine Tour Saint Michel owns 36.6 hectares of vines in Chateauneuf du Pape. 35 hectares are used in the production of red wine. 1.3 hectares are used to plant grapes to produce Chateauneuf du Pape Blanc. Domaine Tour Saint Michel also owns 5 hectares in the Cotes du Rhone appellation.  The Estate The Chateauneuf du Pape vineyards of Domaine Tour Saint Michel have a terroir filled with rocks  gravel  pebbles  and loam soil. The grapes are 100% destemmed. Domaine Tour Saint Michel produces three red Chateauneuf du Pape red wines and one Chateauneuf du Pape Blanc in a modern style. Tasting Notes: Deep in color  with a touch of wood and ripe dark berries  creates a fleshy  sexy  plush  concentrated wine that lingers in the finish.,Andrew's rack,column 3
2016,Caviti La Villa,Monrepulciano d'Abruzzo,100% Montepulciano,Abruzzi,Italy,R,,,2019,,5,,750 mL,$25.00,The 2016 Montepulciano d’Abruzzo opens to fresh aromas of cherries and raspberries with a touch of dried plum which are woven together with tobacco and mineral notes all coming together in the glass. This medium-bodied red offers a soft  round texture  backed by a core of red fruits which expand seamlessly into the juicy finish. Overall  this is an easy going Montepulciano  which will pair up nicely with a wide variety of pasta dishes and cheeses., ,,
2016,Chateau Rochecolombe,Cotes du Rhone,SG 60-40,Côtes du Rhône,France,R,,,2023,,6,,750 mL,$35.00,Decanter: Floral and herbaceous aromas. Palates moves on to ripe fruit such as prunes and dates. Wine with super concentration and freshness throughout., ,,
2016,Dom. Font de Michelle,Chateauneuf-du-Pape,GSM+whites 70-10-10-10,Chateauneuf-du-Pape,France,R,,,2030,,4,,750 mL,$55.00,RP: I tasted a number of lots that will go into the 2016 Chateauneuf du Pape  including a Grenache out of vat that included nearly 10% white varieties. This was ripe and pure  with lovely fruit and spice. A Syrah from 800-liter new oak was rich  velvety and warm  while a blend of Grenache and Counoise was more pomegranate-like and tart but with silky tannins. A prospective blend Gonnet prepared was creamy and lush  with no obvious oak and just a slight bit of warmth on the lengthy finish., ,Andrew's rack,2nd column
2016,Chais du Batard,Chateauneuf-du-Pape Grande Rerserve,GSM,Chateauneuf-du-Pape,France,R,,,2028,,4,,750 mL,$70.00,IWR: The 2016 Châteauneuf-du-Pape from Chais du Batard opens to inviting aromas of dark cherries and ripe wild berries which come together with lavender  thyme and crushed stones. This is medium to full bodied and beautifully structured around a round  velvety texture. It continues to impress with its concentrated red and dark fruits which expand  beautifully through the long finish., ,Andrew's rack,Column 2
2016,Tuli Wines,Sonoma Pinot Noir,Pinot Noir,Sonoma County,United States,R,,,2024,,2,,750 mL,$26.00,, ,Pinot/Burgundy rack,Row 2/bin 1
2016,Dom. du Pere Caboche,Chateauneuf-du-Pape,GSM 80-15-5,Chateauneuf-du-Pape,France,R,,,2026,,1,,750 mL,$35.00,WA: A silky elegant expression of the appellation  a foudre- and concrete-aged blend of 80 percent grenache  15 percent syrah and 5 percent mourvedre. it's full-bodied  but soft with notes of ripe cheerries  stone fruit and perhaps a touch of surmaturite. it should drink well for at least 6-7 years. ,Winery: The colour is deep red with bluish highlights. The nose is very expressive with ripe red fruit flavors and hints of soft spices. The mouth is expressive and well-rounded with a dominating taste of jammy fruits and liquorice  embellished with notes of Cayenne pepper. The tannins are silky and well-coated. The finish is long and elegant. ,Andrew's rack,Column 1
2016,Dom. Grand Veneur,Chateauneuf-du-Pape Le Miocene,,Chateauneuf-du-Pape,France,R,,,2030,,1,,750 mL,$95.00,An intense dark-ruby color. The nose develops aromas of ripe black fruits (such as blackberry)  cherry and spice box. The palate reveals strong yet elegant tannins. The finish is long and luxurious. This is the Châteauneuf du Pape expression  displaying all the characteristics of the terroir, ,Andrew's rack,Column 1
2015,Paul Jourdan,Chateauneuf-du-Pape Reserve de Leonie Protegee,GS 60-40,Chateauneuf-du-Pape,France,R,,,2028,,6,,750 mL,$55.00,WS: Rich  with an alluring edge  as singed alder  smoldering black tea and warm anise notes lead the way for the core of gently mulled blackberry  black currant and dark plum fruit. Offers a lovely fleshy feel through the finish...",made by alex favier & john-yves ,Box,
2015,Il Pozzo,Chianti Rufina Vendemmia,,Tuscany,Italy,R,,,2025,,6,,750 mL,$19.80,JS:  Aged in traditional oak barrels to mature and to round out the concentrated berry fruit flavors  this wine goes well with all typical Italian dishes. Serve this bottle at room temperature  uncorking it at least one hour before serving., ,Box,
2015,Il Pozzo,Chianti Rufino,,Tuscany,Italy,R,,,,,5,,750 mL,,, ,Wine Rack 2,Row 2/bin 1
2016,Dom. Tour Saint-Michel,Chateauneuf-du-Pape Le Lien,100% Grenache,Chateauneuf-du-Pape,France,R,,,2035,,6,,750 mL,$120.00,,Jeb Dunnuck: The greatest wine ever made at this address is the 2016 Châteauneuf-du-Pape Le Lien  which is 100% Grenache from the Brusquières and Terres Blanches lieux-dits that was destemmed and brought up all in tank. It offers a huge bouquet of spring flowers  seaweed wrappers  Christmas spice  garrigue  black cherries and black currants. Deep  rich  powerful and layered  with a weightless texture and perfect integration of its fruit  tannins  and acidity  it’s a Grenache lover’s dream. Drink this elixir any time over the coming 10-15 years.  WCI: Dark in color  the wine is silky  polished  fresh and vibrant. The fruit is elegant. Full bodied and deep  there is purity and symmetry in the layers of sweet  juicy  red fruit. The peppery  spicy kick in the end adds a lot to the wine.  WS: Ripe but restrained  with red currant  plum and cherry paste flavors harnessed by singed cedar  savory and rooibos tea notes through a streamlined and elegant finish. Reveals a lovely mineral echo. Best from 2020 through 2035.  WA: All Grenache from the lieux-dits of les Brusquières and Terres Blanches and aged entirely in stainless steel  [...]. Ripe cherries and stone fruit lead the way  followed by a full-bodied palate that's creamy and plush  concentrated and intense without excess weight. Cap that off with a long  silky finish  and we've got a sure winner that should drink well for a decade or more.  AG: Vivid ruby. Sexy raspberry  cherry compote and floral oil scents  along with hints of smoky minerals  cola and exotic spices. Juicy  seamless and expansive on the palate  offering appealingly sweet red berry liqueur  spicecake and floral pastille flavors that become more energetic as the wine opens up. Fine-grained  even tannins give shape to the finish  which shows superb  red-fruit- and floral-driven tenacity. Josh Raynolds. Tasting date: April 2018   By Domaine Tour Saint-Michel:  Terroir - Rolled pebbles. Lieux Dits 'Les Brusquieres' and 'Les Terres Blanches'   Grapes 100% Grenache   Vinification Manual harvesting with double sorting in the vineyard and the cellar. 100% destemming. Long maceration and gentle extractions.    Degustation The last born of the family - THE LINK - this link so strong to our terroir  this deep attachment to our ancestors who created our Domaine which unites us all at once in the past  present  and future. We find it in this tank that suggests both power  depth  finesse  and purity.   Food Pairing Filet mignon  cheese,Andrew's rack,First column
